id	name	namespace	NS_mean	WS_mean	X737NS	X737WS	X852NS	X852WS	X867NS	X867WS	X737NS_n_peptide	X737WS_n_peptide	X852NS_n_peptide	X852WS_n_peptide	X867NS_n_peptide	X867WS_n_peptide	X737NS_n_samp_children	X737WS_n_samp_children	X852NS_n_samp_children	X852WS_n_samp_children	X867NS_n_samp_children	X867WS_n_samp_children	log2fc_NS_over_WS	p	corrected_p
GO:0010468	regulation of gene expression	biological_process	26.63082098554409	26.994019150963393	26.615053638864087	27.29913490341897	26.108375078462192	27.045001676260945	27.02553163377541	26.53704383550363	32.0	35.0	30.0	33.0	31.0	30.0	5.0	5.0	5.0	5.0	5.0	5.0	-0.36319816541930194	0.3381456051579083	0.44413154110292435
GO:0010556	regulation of macromolecule biosynthetic process	biological_process	25.37964005686739	27.14518430492569	25.728772137045013	27.613022786093737	25.073776568990574	27.340093580981165	25.255023850558292	26.062996530046817	25.0	35.0	41.0	44.0	32.0	33.0	4.0	4.0	4.0	4.0	4.0	4.0	-1.7655442480582977	0.03281914765361026	0.0710347178184124
GO:0010604	positive regulation of macromolecule metabolic process	biological_process	25.498907513082823	25.485961720592627	25.54318347309937	25.408353158646086	25.42703536023755	25.944056350767607	25.52383971090791	24.926693939066485	12.0	12.0	6.0	6.0	9.0	9.0	3.0	3.0	3.0	3.0	3.0	3.0	0.01294579249019634	0.8206409865623374	0.8539713715394799
GO:0010605	negative regulation of macromolecule metabolic process	biological_process	24.432789460998663	26.03884472605824	24.005809199503087	26.719261220754234	21.34055666715871	25.725744379871394	25.52967482779437	25.283701354374234	12.0	5.0	10.0	11.0	11.0	5.0	4.0	3.0	4.0	4.0	4.0	3.0	-1.6060552650595774	0.15268773552501744	0.2393221894478597
GO:0010628	positive regulation of gene expression	biological_process	23.913945012361665	23.90099921987147	23.95822097237821	23.823390657924943	23.842072859516392	24.35909385004645	23.938877210186767	23.341731438345327	4.0	4.0	2.0	2.0	3.0	3.0	2.0	2.0	2.0	2.0	2.0	2.0	0.01294579249019634	0.8206409865623374	0.8539713715394799
GO:0010629	negative regulation of gene expression	biological_process	24.13959162208063	24.659367902434568	22.85087462519925	25.139714585638608	19.87602543863069	24.249432135254068	25.483636639847088	24.428740623634702	7.0	3.0	5.0	6.0	6.0	3.0	4.0	2.0	3.0	4.0	4.0	3.0	-0.5197762803539376	0.31865127224500206	0.4248683629933361
GO:0015031	protein transport	biological_process	24.38633643676383	25.454643020159413	24.13837453220228	24.465212609240407	23.246745846672077	25.130963085768148	25.155284163028803	26.21787971381557	14.0	15.0	23.0	25.0	20.0	14.0	3.0	3.0	3.0	3.0	3.0	3.0	-1.0683065833955823	0.22017542792053105	0.3176301255247005
GO:0015035	protein disulfide oxidoreductase activity	molecular_function	20.393503344811105	23.91111697528773	18.560145383905247	24.21378292136291	21.43913408928847	23.159508655976897	19.783335810688147	24.140873949337905	2.0	5.0	5.0	5.0	3.0	5.0	NA	NA	NA	NA	NA	NA	-3.5176136304766246	0.012242341242556002	0.04301923267523727
GO:0015036	disulfide oxidoreductase activity	molecular_function	21.092799050649653	24.699464017342297	18.560145383905247	25.00869291065577	22.164556040983268	23.84657049940636	20.6292255428145	24.971226217854728	2.0	6.0	6.0	6.0	4.0	6.0	1.0	2.0	2.0	2.0	2.0	2.0	-3.6066649666926445	0.02012642799987244	0.05320978389665847
GO:0015075	ion transmembrane transporter activity	molecular_function	27.242357792097287	27.9598047903643	27.868888936568176	28.19690838889972	25.846374475968236	27.852607372525398	27.34825833886096	27.796514505269226	56.0	67.0	69.0	84.0	68.0	75.0	5.0	5.0	5.0	5.0	5.0	5.0	-0.7174469982670111	0.20846001625456967	0.3050151306717694
GO:0015077	monovalent inorganic cation transmembrane transporter activity	molecular_function	24.65728692267327	25.856351841533524	25.238351217889786	26.145806580643143	23.494937471678945	25.698413510988328	24.73762153200542	25.67441167205816	10.0	15.0	13.0	17.0	15.0	16.0	3.0	2.0	3.0	3.0	3.0	3.0	-1.1990649188602553	0.06701388684792185	0.1210573439833427
GO:0015144	carbohydrate transmembrane transporter activity	molecular_function	23.165628452618066	24.194808836174307	22.257038269401807	23.200019972425064	23.5980331435656	24.140916384989875	23.326308050714225	24.81291307233391	9.0	16.0	12.0	15.0	13.0	18.0	3.0	4.0	3.0	4.0	4.0	4.0	-1.0291803835562412	0.1861320280633097	0.2782944885606767
GO:0015267	channel activity	molecular_function	25.079187908354488	24.049467821370392	25.4369887956494	23.712106613176907	23.24375994622721	24.63923952218237	25.60357315848579	23.542097851431627	6.0	7.0	9.0	9.0	7.0	7.0	3.0	3.0	2.0	2.0	3.0	3.0	1.0297200869840957	0.3930332297141376	0.5012597712296248
GO:0015318	inorganic molecular entity transmembrane transporter activity	molecular_function	26.756425684823213	27.048904316820263	27.401805107258983	27.23745082105657	25.022097534562697	26.970665345806182	26.939499846172172	26.91786260902877	34.0	41.0	42.0	51.0	41.0	47.0	4.0	6.0	6.0	5.0	4.0	6.0	-0.2924786319970494	0.46897232613244594	0.5731883986063228
GO:0015672	monovalent inorganic cation transport	biological_process	24.688874401700783	26.13475389546371	25.089588136204945	26.459970124857048	24.09403632996334	25.9422843878818	24.71421562021613	25.93722227816668	15.0	15.0	17.0	20.0	19.0	15.0	3.0	3.0	2.0	3.0	3.0	3.0	-1.4458794937629271	0.011887297243504116	0.04301923267523727
GO:0015976	carbon utilization	biological_process	20.274466850495727	23.075608611363677	19.931895165967198	23.621998892748913	20.85031169515997	23.415901043743744	19.80216909067131	21.205536636620387	3.0	3.0	4.0	3.0	3.0	3.0	NA	NA	NA	NA	NA	NA	-2.8011417608679494	0.03854353099912985	0.08065031701084675
GO:0016020	membrane	cellular_component	27.381551539341125	27.28367507294129	26.861247045342026	26.87705938497261	27.20314369921372	27.50063173361348	27.886525407913	27.399147636385564	58.0	71.0	62.0	79.0	61.0	66.0	3.0	3.0	3.0	3.0	3.0	3.0	0.0978764663998355	0.8790948482081427	0.9055558971508627
GO:0016043	cellular component organization	biological_process	27.977450629838692	28.70834083678589	28.12831010562377	28.23345859555175	27.47502480420371	28.81507374418193	28.220937534624486	28.975801695939538	64.0	71.0	85.0	86.0	79.0	72.0	7.0	5.0	7.0	7.0	8.0	6.0	-0.7308902069471976	0.08734384816024489	0.15113429906379452
GO:0016051	carbohydrate biosynthetic process	biological_process	25.34817657791553	25.015218571845175	25.90132208660611	24.646975923067732	24.057957833251447	24.977478044470683	25.51659994254704	25.338409822700058	16.0	21.0	22.0	20.0	22.0	21.0	4.0	4.0	4.0	4.0	4.0	4.0	0.3329580060703563	0.7883787555166805	0.8450244017706462
GO:0016052	carbohydrate catabolic process	biological_process	27.176193634754828	28.944608139798927	26.623702707062503	28.804450922561088	27.031327367707487	29.26517809281114	27.67566445868093	28.69950576850861	23.0	31.0	35.0	37.0	32.0	30.0	3.0	5.0	5.0	5.0	3.0	5.0	-1.768414505044099	0.006749381943344555	0.029074260679022697
GO:0016070	RNA metabolic process	biological_process	27.7392695856492	27.967592802637725	28.02142352020002	27.69426467149327	27.533543319337074	28.202771697813397	27.614088433200997	27.96114212214818	84.0	108.0	124.0	132.0	112.0	109.0	6.0	6.0	6.0	6.0	6.0	6.0	-0.22832321698852454	0.33676738571617315	0.44326647350675785
GO:0016114	terpenoid biosynthetic process	biological_process	22.23364706086013	23.759021757165623	21.90570743025461	24.224798005897327	22.514837628507706	22.928177476882766	22.216418756692306	23.838641698497085	4.0	4.0	5.0	5.0	4.0	4.0	NA	NA	NA	NA	NA	NA	-1.5253746963054944	0.026435582968014522	0.06367932267818095
GO:0016153	urocanate hydratase activity	molecular_function	23.36201641472189	24.12515070656712	23.26643482318081	22.63529719028942	22.968297317801586	25.37236041106462	23.74378732391184	22.236890808675227	4.0	3.0	5.0	5.0	5.0	3.0	NA	NA	NA	NA	NA	NA	-0.7631342918452297	0.9343240453725024	0.9419699049909352
GO:0016209	antioxidant activity	molecular_function	23.222169420899	24.997116689661336	22.566913841403434	25.244901453771963	23.95544656173177	24.67487059262538	22.712998216012497	25.015457183969755	4.0	8.0	8.0	8.0	6.0	8.0	3.0	4.0	4.0	4.0	4.0	4.0	-1.774947268762336	0.015640479891214188	0.046543650304289565
GO:0016301	kinase activity	molecular_function	25.41359583468635	26.367404705152946	25.503379724799466	25.88981265017748	25.01329433417962	26.755959999945034	25.650044765403386	26.327535090750928	24.0	34.0	32.0	39.0	35.0	36.0	6.0	10.0	10.0	10.0	9.0	10.0	-0.9538088704665952	0.04136589382072855	0.08522204211895916
GO:0016407	acetyltransferase activity	molecular_function	24.93338422963984	25.01809548157145	24.745756489723945	24.92614422148497	25.276425901982762	25.24661942360536	24.70488723071561	24.850153454436803	17.0	16.0	15.0	20.0	17.0	13.0	4.0	4.0	3.0	3.0	4.0	4.0	-0.08471125193160844	0.6779271048777986	0.7695581129139795
GO:0016410	N-acyltransferase activity	molecular_function	20.370454164380426	23.282465194873854	19.42230961816946	23.00771083501685	20.31696930095396	23.06409923594089	20.972716694162482	23.6762883123338	4.0	5.0	4.0	6.0	5.0	5.0	2.0	2.0	2.0	2.0	2.0	2.0	-2.912011030493428	0.0037624671696805606	0.0246048802414875
GO:0016417	S-acyltransferase activity	molecular_function	19.0255849300006	20.317618121587874	18.7735573108743	21.42930425514216	17.2558676561508	18.91339509592889	19.926321059983426	19.201075690046466	3.0	3.0	1.0	1.0	3.0	3.0	3.0	3.0	1.0	1.0	3.0	3.0	-1.2920331915872723	0.34155512232545615	0.44670478843414224
GO:0016462	pyrophosphatase activity	molecular_function	27.22991689757891	28.22378044976613	27.11514385362773	28.14225235507781	27.287568925535076	28.16355419377009	27.28052568871632	28.355804706320185	73.0	92.0	99.0	107.0	94.0	93.0	3.0	2.0	3.0	3.0	3.0	2.0	-0.9938635521872214	0.000355490215044646	0.022983633806058907
GO:0016491	oxidoreductase activity	molecular_function	29.10232545251898	29.36262052458602	29.199722292922484	29.12926834007082	28.583832191848256	29.32438103341897	29.403395777470212	29.59589673227385	120.0	124.0	146.0	165.0	146.0	113.0	19.0	19.0	20.0	19.0	18.0	19.0	-0.2602950720670414	0.36414570975350996	0.4702594490737152
GO:0016614	oxidoreductase activity, acting on CH-OH group of donors	molecular_function	26.212428720710072	26.57713036314146	25.35461378823041	26.171335875059352	26.303154735925922	26.262574726564086	26.680549473052906	27.1042816683082	31.0	37.0	34.0	44.0	38.0	34.0	2.0	3.0	2.0	3.0	3.0	3.0	-0.36470164243138825	0.463317082471316	0.5685325155424913
GO:0016615	malate dehydrogenase activity	molecular_function	24.34714383808052	22.47523669648973	22.082967906410374	20.77724366640197	24.68613072159977	22.215063109798063	24.95780932207701	23.36805355699624	4.0	3.0	3.0	3.0	4.0	2.0	2.0	2.0	2.0	2.0	2.0	1.0	1.871907141590789	0.2052817978099078	0.3025205441409167
GO:0016616	oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor	molecular_function	25.744571874170948	26.33090136946088	25.19691404880005	26.03546888874105	25.727219005782853	26.158435194025024	26.15363814429973	26.707022127379695	27.0	31.0	30.0	38.0	32.0	29.0	13.0	14.0	12.0	15.0	13.0	13.0	-0.586329495289931	0.15316697405013546	0.2393221894478597
GO:0016620	oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor	molecular_function	26.47984392961381	28.22876157002472	25.57974649503861	27.87228944013036	26.481671662364803	28.423793348898354	27.02865710408857	28.331995180774154	13.0	12.0	14.0	13.0	11.0	12.0	3.0	2.0	3.0	3.0	2.0	2.0	-1.7489176404109088	0.015450205390069213	0.0462006141761293
GO:0016627	oxidoreductase activity, acting on the CH-CH group of donors	molecular_function	24.287067898077712	25.44300041109157	24.801837096948557	25.71889016911037	23.5884515775253	24.23565197329885	24.220748651409842	25.88256569549373	14.0	6.0	13.0	15.0	15.0	8.0	4.0	3.0	4.0	5.0	5.0	3.0	-1.155932513013859	0.16313533993280743	0.25185806866819394
GO:0016628	oxidoreductase activity, acting on the CH-CH group of donors, NAD or NADP as acceptor	molecular_function	20.880591929252173	23.501259113362714	20.974352988400096	23.54013024492731	20.73593162175397	23.0665369432632	20.920795732395398	23.803261204670605	4.0	3.0	3.0	4.0	4.0	4.0	3.0	2.0	2.0	3.0	3.0	3.0	-2.620667184110541	0.0003370008826725131	0.022983633806058907
GO:0016638	oxidoreductase activity, acting on the CH-NH2 group of donors	molecular_function	27.92226084634752	24.26233997643711	28.365837991482945	22.59452090334237	26.777932457290287	25.486769429510712	28.170343337931207	22.742154117318506	7.0	7.0	8.0	10.0	10.0	2.0	2.0	2.0	2.0	2.0	2.0	1.0	3.659920869910408	0.017405160569862153	0.049181554637775626
GO:0016639	oxidoreductase activity, acting on the CH-NH2 group of donors, NAD or NADP as acceptor	molecular_function	27.91989900809693	24.22171294909295	28.362890083707647	22.283565175277186	26.774662464818693	25.472947454595502	28.168997955478808	22.742154117318506	6.0	5.0	6.0	8.0	8.0	2.0	5.0	3.0	3.0	5.0	5.0	2.0	3.69818605900398	0.018588066491017467	0.05022039016871385
GO:0016651	oxidoreductase activity, acting on NAD(P)H	molecular_function	21.707066977430085	23.519912411021327	21.2511595938453	23.779022160394224	22.339553987180942	22.589813640438923	21.234564599223386	23.874294146239137	1.0	2.0	4.0	4.0	4.0	3.0	1.0	2.0	2.0	2.0	2.0	2.0	-1.8128454335912423	0.03069294461431346	0.06850309377687352
GO:0016667	oxidoreductase activity, acting on a sulfur group of donors	molecular_function	22.435574971215445	25.23188871985146	21.748750402973453	25.53360824900827	23.04590009921421	24.414350532413	22.204800186000675	25.494896656348267	5.0	9.0	12.0	12.0	10.0	7.0	3.0	3.0	3.0	3.0	3.0	2.0	-2.796313748636017	0.005967218278244094	0.027472479976469594
GO:0016695	oxidoreductase activity, acting on hydrogen as donor	molecular_function	20.434780033677566	21.240691425262533	19.92195414041992	21.88883044056747	20.498194540703853	20.822931168813	20.76156558248955	20.693326382073128	4.0	5.0	5.0	5.0	4.0	3.0	2.0	2.0	2.0	2.0	2.0	2.0	-0.8059113915849672	0.17693112894756288	0.26647817953960573
GO:0016725	oxidoreductase activity, acting on CH or CH2 groups	molecular_function	22.529931788068208	23.88577465959147	22.37987050061769	24.309619388113862	22.735146251356074	23.185026765890946	22.449737288920367	23.946858178538562	7.0	7.0	9.0	9.0	9.0	7.0	3.0	3.0	3.0	3.0	2.0	3.0	-1.3558428715232616	0.020737262059766056	0.05351991981316192
GO:0016728	oxidoreductase activity, acting on CH or CH2 groups, disulfide as acceptor	molecular_function	20.100613646574107	20.314186506460615	20.5439653298979	20.179221911156453	19.915224934273557	20.568734563955214	19.706256333691204	20.156313896824912	3.0	3.0	4.0	4.0	5.0	3.0	2.0	2.0	1.0	1.0	2.0	2.0	-0.21357285988650787	0.43640899056402654	0.5432448197207587
GO:0016740	transferase activity	molecular_function	28.603628218518523	29.414708191891236	28.77630347162805	29.099733586377123	28.32502269119859	29.764802222530236	28.671908117284218	29.296750419022175	206.0	236.0	246.0	286.0	264.0	236.0	8.0	8.0	8.0	8.0	8.0	8.0	-0.8110799733727134	0.029392729043297518	0.06681151693974638
GO:0016741	transferase activity, transferring one-carbon groups	molecular_function	24.52709912645644	25.47710606967225	24.740797178677926	25.31858435892091	23.34947351599936	25.57493388595743	25.01073652830277	25.525197676311336	14.0	19.0	16.0	18.0	17.0	18.0	3.0	3.0	3.0	3.0	3.0	3.0	-0.9500069432158078	0.10087614119130348	0.17165663804928988
GO:0016742	hydroxymethyl-, formyl- and related transferase activity	molecular_function	22.05588084142328	23.384307995531632	22.29418768990662	22.57025029497909	21.405896914785465	23.653629365862546	22.298459116052122	23.678242702739983	4.0	6.0	5.0	6.0	5.0	6.0	2.0	2.0	2.0	2.0	2.0	2.0	-1.3284271541083505	0.05061561502063996	0.09929687532711534
GO:0016746	transferase activity, transferring acyl groups	molecular_function	26.39799171809477	26.611153440755547	26.41519230325485	26.70567854392013	26.491096942403274	26.72241362914288	26.27980123395348	26.38027309170268	50.0	45.0	46.0	56.0	53.0	40.0	1.0	1.0	2.0	2.0	2.0	2.0	-0.2131617226607787	0.17871657784715367	0.2685107608630406
GO:0016747	transferase activity, transferring acyl groups other than amino-acyl groups	molecular_function	26.39004018838263	26.583526251260576	26.409251423046307	26.7043342742204	26.48401674940733	26.695392689599238	26.26862701433156	26.31823535893723	49.0	44.0	45.0	55.0	51.0	38.0	8.0	8.0	8.0	8.0	8.0	8.0	-0.19348606287794468	0.26191703546414113	0.36585236699753043
GO:0016757	transferase activity, transferring glycosyl groups	molecular_function	23.343795164143128	24.90671848516716	22.13097216495485	24.33248950601679	23.14282618353938	25.414470371055675	24.10815010394597	24.76513247578979	6.0	17.0	19.0	22.0	21.0	19.0	2.0	2.0	2.0	2.0	2.0	2.0	-1.5629233210240336	0.058550232089949576	0.11008675746000476
GO:0016758	transferase activity, transferring hexosyl groups	molecular_function	22.728758448398533	23.663329894517087	21.683486749152564	22.336906793018084	21.99910414107736	24.537858709953426	23.664141219043106	23.282198394294724	3.0	7.0	8.0	10.0	10.0	7.0	3.0	7.0	5.0	7.0	7.0	7.0	-0.9345714461185537	0.3496994181944483	0.4535049297005898
GO:0016763	transferase activity, transferring pentosyl groups	molecular_function	21.817163248215078	24.1149125631356	20.224154273633555	23.91597656706484	22.27351876741281	24.27953370609565	22.191728991154232	24.12631583312297	3.0	10.0	11.0	12.0	11.0	12.0	2.0	4.0	3.0	4.0	3.0	4.0	-2.297749314920523	0.0199189907140753	0.053009804167160945
GO:0016765	transferase activity, transferring alkyl or aryl (other than methyl) groups	molecular_function	25.3807226488107	26.368713281582238	26.062141712677242	25.6185568634204	25.3679180710568	27.03597892368759	24.077143005552834	26.077828600926434	11.0	11.0	10.0	13.0	12.0	11.0	9.0	8.0	9.0	10.0	8.0	8.0	-0.9879906327715382	0.20760917879759194	0.3044934622364682
GO:0016772	transferase activity, transferring phosphorus-containing groups	molecular_function	26.973281665387287	28.29014176269844	27.0201492955246	27.893298543441485	26.73567837885015	28.757061166680483	27.135268949474312	28.06974042834323	87.0	108.0	109.0	126.0	118.0	111.0	8.0	8.0	7.0	7.0	8.0	8.0	-1.316860097311153	0.01154454833141786	0.04301923267523727
GO:0016773	phosphotransferase activity, alcohol group as acceptor	molecular_function	24.67067557830194	27.189333879290984	23.787611970444146	26.669102310401502	25.087103059569927	27.840415514949857	24.83824756097855	26.740027726964048	11.0	22.0	18.0	20.0	20.0	23.0	5.0	9.0	9.0	9.0	7.0	9.0	-2.5186583009890455	0.010270436583765764	0.040041702124048804
